name,latitude,longitude,state,admin2_code,geonameid
Campton,37.73425,-83.54741,KY,237,4286728
Carlisle,38.31202,-84.02743,KY,181,4286981
Carrollton,38.6809,-85.1794,KY,041,4287050
Catlettsburg,38.4048,-82.60044,KY,019,4287192
Clinton,36.66728,-88.9934,KY,105,4288062
Columbia,37.10284,-85.30635,KY,001,4288366
Cynthiana,38.39035,-84.2941,KY,097,4289323
Danville,37.64563,-84.77217,KY,021,4289445
Dixon,37.51782,-87.69029,KY,233,4289966
Eddyville,37.0945,-88.0803,KY,143,4290859
Edmonton,36.98006,-85.61219,KY,169,4290886
Elizabethtown,37.69395,-85.85913,KY,093,4290988
Elkton,36.81004,-87.15417,KY,219,4291079
Falmouth,38.67674,-84.33021,KY,191,4291501
Flemingsburg,38.4223,-83.73381,KY,069,4291905
Franklin,36.72226,-86.57722,KY,213,4292193
Frenchburg,37.95092,-83.62575,KY,165,4292308
Georgetown,38.2098,-84.55883,KY,209,4292686
Glasgow,36.99588,-85.91192,KY,009,4292826
Grayson,38.33258,-82.9485,KY,043,4293311
Greensburg,37.26089,-85.49885,KY,087,4293470
Greenup,38.57313,-82.83017,KY,089,4293473
Greenville,37.20115,-87.17889,KY,177,4293477
Hardinsburg,37.78006,-86.46053,KY,027,4294044
Harlan,36.84314,-83.32185,KY,095,4294072
Harrodsburg,37.7623,-84.84329,KY,167,4294180
Hartford,37.45116,-86.90916,KY,183,4294195
Hawesville,37.90006,-86.75499,KY,091,4294267
Hazard,37.24954,-83.19323,KY,193,4294349
Henderson,37.83615,-87.59001,KY,101,4294494
Hickman,36.57117,-89.18618,KY,075,4294625
Hindman,37.33593,-82.98044,KY,119,4294872
Hodgenville,37.57395,-85.73996,KY,123,4294937
Hopkinsville,36.86561,-87.49117,KY,047,4295251
Hyden,37.16093,-83.37324,KY,131,4295712
Inez,37.86648,-82.53876,KY,159,4295878
Irvine,37.70064,-83.97381,KY,065,4295954
Jackson,37.55315,-83.38351,KY,025,4296081
Jamestown,36.98479,-85.06301,KY,207,4296173
La Grange,38.40757,-85.37885,KY,185,4297238
Lancaster,37.61952,-84.578,KY,079,4297354
Lawrenceburg,38.0373,-84.89662,KY,005,4297581
Lebanon,37.56979,-85.25274,KY,155,4297653
Leitchfield,37.48005,-86.29386,KY,085,4297882
Lexington,37.98869,-84.47772,KY,067,4297983
Liberty,37.31841,-84.9394,KY,045,4298003
London,37.12898,-84.08326,KY,125,4298960
Louisa,38.11425,-82.60321,KY,127,4299275
Louisville,38.25424,-85.75941,KY,111,4299276
Madisonville,37.3281,-87.49889,KY,107,4299670
Manchester,37.1537,-83.76186,KY,051,4299741
Marion,37.33283,-88.08113,KY,055,4299842
Mayfield,36.74172,-88.63672,KY,083,4300105
Maysville,38.64119,-83.74437,KY,161,4300152
McKee,37.43036,-83.99798,KY,109,4300339
Monticello,36.82979,-84.84911,KY,231,4301224
Morehead,38.18397,-83.43268,KY,205,4301307
Morganfield,37.68338,-87.91669,KY,225,4301345
Morgantown,37.2256,-86.6836,KY,031,4301349
Mount Olivet,38.53146,-84.03687,KY,201,4301603
Mount Sterling,38.05647,-83.94326,KY,173,4301683
Mount Vernon,37.35286,-84.34049,KY,203,4301703
Munfordville,37.27228,-85.89108,KY,099,4302012
Murray,36.61033,-88.31476,KY,035,4302035
New Castle,38.4334,-85.16968,KY,103,4302338
Newport,39.09145,-84.49578,KY,037,4302529
Nicholasville,37.88063,-84.573,KY,113,4302561
Owensboro,37.77422,-87.11333,KY,059,4303436
Owenton,38.53672,-84.84338,KY,187,4303439
Owingsville,38.1448,-83.76408,KY,011,4303441
Paintsville,37.81454,-82.80711,KY,115,4303543
Paris,38.2098,-84.25299,KY,017,4303602
Pikeville,37.47927,-82.51876,KY,195,4304232
Pineville,36.76203,-83.69492,KY,013,4304396
Prestonsburg,37.66565,-82.77155,KY,071,4305210
Princeton,37.10922,-87.88196,KY,033,4305266
Richmond,37.74786,-84.29465,KY,151,4305974
Russellville,36.84532,-86.88722,KY,141,4307025
Salyersville,37.75259,-83.06878,KY,153,4307447
Sandy Hook,38.08647,-83.12628,KY,063,4307616
Scottsville,36.75338,-86.19054,KY,003,4307837
Shelbyville,38.21201,-85.22357,KY,211,4308122
Shepherdsville,37.9884,-85.71579,KY,029,4308163
Smithland,37.13894,-88.40337,KY,139,4308835
Somerset,37.09202,-84.60411,KY,199,4308922
Springfield,37.68534,-85.22218,KY,229,4309329
Stanford,37.53119,-84.66189,KY,137,4309487
Stanton,37.84564,-83.85825,KY,197,4309498
Taylorsville,38.03173,-85.34245,KY,215,4310638
Tompkinsville,36.70228,-85.69164,KY,171,4311035
Vanceburg,38.59924,-83.3188,KY,135,4311976
Versailles,38.05258,-84.72995,KY,239,4312057
Warsaw,38.7834,-84.90162,KY,077,4312734
West Liberty,37.92148,-83.25962,KY,175,4313038
Whitesburg,37.11843,-82.82683,KY,133,4313346
Whitley City,36.72341,-84.47049,KY,147,4313358
Wickliffe,36.96478,-89.08923,KY,007,4313395
Williamsburg,36.74342,-84.15966,KY,235,4313563
Williamstown,38.63812,-84.5605,KY,081,4313572
Winchester,37.99008,-84.17965,KY,049,4313697
Abbeville,29.97465,-92.13429,LA,113,4314295
Alexandria,31.31129,-92.44514,LA,079,4314550
Amite,30.72657,-90.50898,LA,105,4314744
Arcadia,32.54904,-92.92016,LA,013,4314969
Bastrop,32.77828,-91.91144,LA,067,4315535
Benton,32.69487,-93.74185,LA,015,4316471
Cameron,29.79772,-93.32515,LA,023,4318695
Chalmette,29.94296,-89.96537,LA,087,4319518
Clinton,30.86574,-91.01566,LA,037,4320277
Colfax,31.51906,-92.70682,LA,043,4320425
Columbia,32.10516,-92.07791,LA,021,4320492
Convent,30.02076,-90.82982,LA,093,4320643
Covington,30.47549,-90.10042,LA,103,4321005
Coushatta,32.01488,-93.34212,LA,081,4321014
Crowley,30.21409,-92.37458,LA,001,4321310
DeRidder,30.84631,-93.28905,LA,011,4321781
Donaldsonville,30.10114,-90.99412,LA,005,4322811
Edgard,30.04326,-90.56009,LA,095,4323551
Farmerville,32.77347,-92.4057,LA,111,4324179
Franklin,29.79604,-91.5015,LA,101,4325150
Franklinton,30.84731,-90.15527,LA,117,4325165
Greensburg,30.83074,-90.67176,LA,091,4326511
Gretna,29.91465,-90.05396,LA,051,4326575
Hahnville,29.97659,-90.40897,LA,089,4326799
Harrisonburg,31.77211,-91.82152,LA,025,4327024
Homer,32.79192,-93.05503,LA,027,4327785
Houma,29.59577,-90.71953,LA,109,4328010
Jena,31.68323,-92.13374,LA,059,4329021
Jennings,30.22243,-92.65708,LA,053,4329037
Jonesboro,32.24127,-92.71599,LA,049,4329308
Lafayette,30.22409,-92.01984,LA,055,4330145
Lake Charles,30.21309,-93.2044,LA,019,4330236
Lake Providence,32.80499,-91.17098,LA,035,4330331
Leesville,31.14352,-93.261,LA,115,4330740
Livingston,30.50213,-90.74787,LA,063,4331485
Mansfield,32.03766,-93.70018,LA,031,4332494
Many,31.56878,-93.48406,LA,085,4332518
Marksville,31.12797,-92.06624,LA,009,4332604
Minden,32.61543,-93.28684,LA,119,4333533
Monroe,32.50931,-92.1193,LA,073,4333669
Napoleonville,29.94048,-91.02482,LA,007,4334696
Natchitoches,31.76072,-93.08627,LA,069,4334720
New Iberia,30.00354,-91.81873,LA,045,4334971
New Orleans,29.95465,-90.07507,LA,071,4335045
New Roads,30.70157,-91.43622,LA,077,4335096
Oak Grove,32.86096,-91.38845,LA,123,4335690
Oberlin,30.6202,-92.76265,LA,003,4335887
Opelousas,30.53353,-92.08151,LA,097,4336153
Plaquemine,30.29005,-91.23497,LA,047,4337436
Port Allen,30.45214,-91.21011,LA,121,4337823
Rayville,32.47736,-91.75485,LA,083,4338415
Ruston,32.52321,-92.63793,LA,061,4339348
Saint Francisville,30.7799,-91.3765,LA,125,4339684
Saint Joseph,31.91849,-91.23345,LA,107,4339934
Saint Martinville,30.1252,-91.83345,LA,099,4340196
Shreveport,32.52515,-93.75018,LA,017,4341513
Tallulah,32.40848,-91.18678,LA,065,4343103
Thibodaux,29.79576,-90.82287,LA,057,4343429
Vidalia,31.56544,-91.42595,LA,029,4344599
Ville Platte,30.68797,-92.27152,LA,039,4344651
Winnfield,31.92558,-92.64131,LA,127,4346455
Winnsboro,32.16321,-91.72068,LA,041,4346466
Baltimore,39.29038,-76.61219,MD,510,4347778
Bel Air,39.53594,-76.34829,MD,025,4348240
Cambridge,38.56317,-76.07883,MD,019,4350175
Centreville,39.04178,-76.06633,MD,035,4350878
Chestertown,39.209,-76.06661,MD,029,4351264
Cumberland,39.65287,-78.76252,MD,001,4352681
Denton,38.88456,-75.82716,MD,011,4353075
Easton,38.77428,-76.07633,MD,041,4353962
Elkton,39.60678,-75.83327,MD,015,4354234
Ellicott City,39.26733,-76.79831,MD,027,4354265
Frederick,39.41427,-77.41054,MD,021,4355585
Hagerstown,39.64176,-77.71999,MD,043,4357141
La Plata,38.52929,-76.97525,MD,017,4360103
Leonardtown,38.29124,-76.63579,MD,037,4360551
Oakland,39.40787,-79.40671,MD,023,4364231
Prince Frederick,38.5404,-76.5844,MD,009,4366159
Princess Anne,38.2029,-75.69243,MD,039,4366176
Rockville,39.084,-77.15276,MD,031,4367175
Salisbury,38.36067,-75.59937,MD,045,4368711
Snow Hill,38.17706,-75.3927,MD,047,4369807
Towson,39.4015,-76.60191,MD,005,4371582
Upper Marlboro,38.81595,-76.74969,MD,033,4372183
Westminster,39.57538,-76.99581,MD,013,4373238
Alton,36.69423,-91.3993,MO,149,4374730
Ava,36.952,-92.66045,MO,067,4375383
Benton,37.09783,-89.56258,MO,201,4376569
Bloomfield,36.88589,-89.92926,MO,207,4377531
Bolivar,37.61448,-93.41047,MO,167,4377835
Boonville,38.97364,-92.74324,MO,053,4377957
Bowling Green,39.34199,-91.19514,MO,163,4378070
Buffalo,37.64393,-93.09241,MO,059,4379025
Butler,38.25863,-94.33051,MO,013,4379322
California,38.62753,-92.56658,MO,135,4379545
Camdenton,38.00809,-92.74463,MO,029,4379634
Carrollton,39.35835,-93.49577,MO,033,4380145
Carthage,37.17645,-94.31022,MO,097,4380202
Caruthersville,36.19312,-89.65564,MO,155,4380211
Cassville,36.67701,-93.86881,MO,009,4380284
Centerville,37.43505,-90.95846,MO,179,4380775
Charleston,36.92089,-89.35063,MO,133,4380997
Chillicothe,39.79529,-93.55244,MO,117,4381104
Clayton,38.64255,-90.32373,MO,189,4381478
Clinton,38.36863,-93.77827,MO,083,4381643
Columbia,38.95171,-92.33407,MO,019,4381982
Doniphan,36.62089,-90.82346,MO,181,4384264
Eminence,37.1506,-91.35764,MO,203,4385654
Farmington,37.78088,-90.42179,MO,187,4386289
Fayette,39.14587,-92.68379,MO,089,4386332
Forsyth,36.68506,-93.1199,MO,213,4386981
Fredericktown,37.55978,-90.29401,MO,123,4387240
Fulton,38.84671,-91.94796,MO,027,4387496
Gainesville,36.60312,-92.42822,MO,153,4387545
Galena,36.80534,-93.46658,MO,209,4387557
Gallatin,39.91445,-93.96217,MO,061,4387569
Greenfield,37.41532,-93.84104,MO,057,4388790
Greenville,37.12727,-90.45011,MO,223,4388822
Harrisonville,38.65334,-94.34884,MO,037,4389658
Hartville,37.25088,-92.51044,MO,229,4389731
Hermann,38.70421,-91.43738,MO,073,4390221
Hermitage,37.94142,-93.31631,MO,085,4390229
Hillsboro,38.23228,-90.5629,MO,099,4390705
Houston,37.32616,-91.95599,MO,215,4391354
Huntsville,39.44059,-92.54518,MO,175,4391641
Ironton,37.59727,-90.62734,MO,093,4392057
Jackson,37.38227,-89.66621,MO,031,4392163
Kennett,36.23618,-90.05565,MO,069,4393451
Keytesville,39.43447,-92.93825,MO,041,4393535
Kingston,39.64417,-94.03855,MO,025,4393687
Lamar,37.49505,-94.27661,MO,011,4394487
Lebanon,37.6806,-92.66379,MO,105,4394794
Lexington,39.18473,-93.87994,MO,107,4395035
Liberty,39.24611,-94.41912,MO,047,4395052
Linneus,39.87863,-93.18882,MO,115,4395447
Macon,39.74226,-92.47269,MO,121,4396767
Marble Hill,37.30589,-89.97038,MO,017,4397065
Marshall,39.12308,-93.19687,MO,195,4397211
Marshfield,37.33866,-92.90712,MO,225,4397238
Maysville,39.88917,-94.3619,MO,063,4397543
Mexico,39.16976,-91.88295,MO,007,4398103
Montgomery City,38.97754,-91.50488,MO,139,4398894
Mount Vernon,37.10367,-93.81854,MO,109,4399605
Neosho,36.86896,-94.368,MO,145,4400183
Nevada,37.83921,-94.35467,MO,217,4400203
New London,39.58532,-91.40098,MO,173,4400423
New Madrid,36.58645,-89.52785,MO,143,4400427
Oregon,39.98694,-95.14498,MO,087,4402011
Osceola,38.0467,-93.70438,MO,185,4402099
Ozark,37.02089,-93.20602,MO,043,4402245
Palmyra,39.79421,-91.52321,MO,127,4402381
Paris,39.48087,-92.00128,MO,137,4402452
Perryville,37.72422,-89.86122,MO,157,4402998
Pineville,36.59452,-94.3841,MO,119,4403442
Platte City,39.37028,-94.78246,MO,165,4403599
Plattsburg,39.56555,-94.44801,MO,049,4403615
Poplar Bluff,36.757,-90.39289,MO,023,4404233
Potosi,37.93644,-90.78791,MO,221,4404348
Richmond,39.27862,-93.97689,MO,177,4405588
Rolla,37.95143,-91.77127,MO,161,4406282
Saint Charles,38.78394,-90.48123,MO,183,4406831
Saint Joseph,39.76861,-94.84663,MO,021,4407010
St. Louis,38.62727,-90.19789,MO,510,4407066
Salem,37.6456,-91.53598,MO,065,4407308
Savannah,39.94166,-94.83025,MO,003,4407665
Sedalia,38.70446,-93.22826,MO,159,4408000
Shelbyville,39.80587,-92.04156,MO,205,4408350
Springfield,37.21533,-93.29824,MO,077,4409896
Steelville,37.9681,-91.35487,MO,055,4410113
Stockton,37.69893,-93.79604,MO,039,4410287
Troy,38.97949,-90.9807,MO,113,4412089
Tuscumbia,38.23309,-92.45852,MO,131,4412325
Union,38.45005,-91.00848,MO,071,4412454
Van Buren,36.99561,-91.01457,MO,035,4412847
Versailles,38.43141,-92.84103,MO,141,4413013
Vienna,38.18671,-91.94711,MO,125,4413085
Warrensburg,38.76279,-93.73605,MO,101,4413595
Warrenton,38.81144,-91.14154,MO,219,4413598
Warsaw,38.24308,-93.38187,MO,015,4413601
Waynesville,37.82865,-92.20072,MO,169,4413802
West Plains,36.72812,-91.85237,MO,091,4414200
Aberdeen,33.82511,-88.54366,MS,095,4415813
Ackerman,33.31012,-89.17284,MS,019,4415878
Ashland,34.83287,-89.1759,MS,009,4416602
Bay Saint Louis,30.30881,-89.33005,MS,045,4417205
Belzoni,33.18429,-90.48926,MS,053,4417676
Booneville,34.65815,-88.56672,MS,117,4419094
Brandon,32.2732,-89.98592,MS,121,4419290
Brookhaven,31.57906,-90.44065,MS,085,4419500
Canton,32.61264,-90.03675,MS,089,4420617
Carrollton,33.50818,-89.92036,MS,015,4420729
Carthage,32.73264,-89.53618,MS,079,4420799
Clarksdale,34.20011,-90.57093,MS,027,4421935
Collins,31.64544,-89.55535,MS,031,4422375
Columbus,33.49567,-88.42726,MS,087,4422442
Columbia,31.25184,-89.83758,MS,091,4422457
Corinth,34.93425,-88.52227,MS,003,4422713
De Kalb,32.76763,-88.65088,MS,069,4423639
Decatur,32.43903,-89.10839,MS,101,4423701
Fayette,31.71155,-91.06066,MS,063,4426218
Forest,32.36459,-89.47423,MS,123,4426884
Fulton,34.27399,-88.40921,MS,057,4427345
Greenville,33.40898,-91.05978,MS,151,4428475
Greenwood,33.51623,-90.17953,MS,083,4428495
Grenada,33.769,-89.80842,MS,043,4428539
Hattiesburg,31.32712,-89.29034,MS,035,4429295
Hazlehurst,31.86044,-90.39593,MS,029,4429387
Hernando,34.82399,-89.9937,MS,033,4429589
Holly Springs,34.7676,-89.44869,MS,093,4430104
Indianola,33.45095,-90.65509,MS,133,4430981
Iuka,34.81176,-88.19004,MS,141,4431283
Kosciusko,33.058,-89.58956,MS,007,4432542
Leakesville,31.15574,-88.5578,MS,041,4433116
Lexington,33.11318,-90.05314,MS,051,4433359
Liberty,31.15823,-90.81232,MS,005,4433362
Louisville,33.12374,-89.05506,MS,159,4434283
Lucedale,30.92519,-88.59002,MS,039,4434388
Macon,33.1054,-88.56088,MS,103,4434645
Magnolia,31.14323,-90.45871,MS,113,4434720
Marks,34.25683,-90.27298,MS,119,4434925
Mayersville,32.90207,-91.05122,MS,055,4435217
Meadville,31.47239,-90.89677,MS,037,4435652
Mendenhall,31.96182,-89.87008,MS,127,4435722
Meridian,32.36431,-88.70366,MS,075,4435764
Monticello,31.55378,-90.10731,MS,077,4436445
Natchez,31.56017,-91.40329,MS,001,4437982
New Albany,34.49427,-89.00784,MS,145,4438121
New Augusta,31.20263,-89.03668,MS,111,4438134
Oxford,34.3665,-89.51925,MS,071,4440076
Pascagoula,30.36576,-88.55613,MS,059,4440397
Philadelphia,32.77152,-89.11673,MS,099,4440906
Pittsboro,33.94039,-89.33757,MS,013,4441555
Pontotoc,34.24788,-88.99867,MS,115,4442067
Poplarville,30.84019,-89.53423,MS,109,4442164
Port Gibson,31.96099,-90.98399,MS,021,4442187
Prentiss,31.5985,-89.86702,MS,065,4442363
Purvis,31.14324,-89.40979,MS,073,4442639
Quitman,32.04015,-88.7281,MS,023,4442692
Raleigh,32.03349,-89.52229,MS,129,4442797
Ripley,34.72982,-88.95062,MS,139,4443338
Rolling Fork,32.90652,-90.87816,MS,125,4443769
Senatobia,34.6176,-89.9687,MS,137,4445447
Starkville,33.45049,-88.81961,MS,105,4447161
Tunica,34.68455,-90.38288,MS,143,4448894
Tupelo,34.25807,-88.70464,MS,081,4448903
Tylertown,31.11601,-90.14203,MS,147,4449106
Vicksburg,32.35265,-90.87788,MS,149,4449620
Walthall,33.60734,-89.27729,MS,155,4450203
Waynesboro,31.67488,-88.64615,MS,153,4450441
West Point,33.60762,-88.65033,MS,025,4450753
Wiggins,30.85824,-89.13533,MS,131,4451140
Winona,33.48207,-89.72814,MS,097,4451465
Woodville,31.10462,-91.29956,MS,157,4451678
Yazoo City,32.85513,-90.40565,MS,163,4451810
Albemarle,35.35014,-80.20006,NC,167,4452303
Asheboro,35.70791,-79.81364,NC,151,4453035
Asheville,35.60095,-82.55402,NC,021,4453066
Bakersville,36.01567,-82.15874,NC,121,4453467
Bayboro,35.14294,-76.77021,NC,137,4454022
Beaufort,34.71822,-76.66382,NC,031,4454370
Bolivia,34.06767,-78.14833,NC,019,4456615
Boone,36.21679,-81.67455,NC,189,4456703
Brevard,35.23345,-82.73429,NC,175,4457040
Bryson City,35.43127,-83.44944,NC,173,4457719
Burgaw,34.55211,-77.9261,NC,141,4458175
Burnsville,35.91734,-82.30096,NC,199,4458265
Camden,36.32849,-76.17188,NC,029,4458737
Carthage,35.34599,-79.41697,NC,125,4459426
Charlotte,35.22709,-80.84313,NC,119,4460243
Clinton,34.99795,-78.32333,NC,163,4461101
Columbia,35.91766,-76.25215,NC,177,4461493
Columbus,35.25317,-82.19706,NC,149,4461499
Concord,35.40888,-80.58158,NC,025,4461574
Currituck,36.44988,-76.01548,NC,053,4462759
Danbury,36.4093,-80.20588,NC,169,4462940
Dobson,36.39569,-80.72257,NC,171,4463810
Durham,35.99403,-78.89862,NC,063,4464368
Edenton,36.05794,-76.60772,NC,041,4464897
Elizabeth City,36.2946,-76.25105,NC,139,4465088
Elizabethtown,34.62934,-78.60529,NC,017,4465106
Fayetteville,35.05266,-78.87836,NC,051,4466033
Franklin,35.18232,-83.38154,NC,113,4467128
Gastonia,35.26208,-81.1873,NC,071,4467732
Gatesville,36.40349,-76.75301,NC,073,4467743
Goldsboro,35.38488,-77.99277,NC,191,4468261
Graham,36.06903,-79.40058,NC,001,4468525
Greenville,35.61266,-77.36635,NC,147,4469160
Halifax,36.32849,-77.58942,NC,083,4469617
Hayesville,35.0462,-83.81795,NC,043,4470359
Henderson,36.32959,-78.39916,NC,181,4470566
Hendersonville,35.31873,-82.46095,NC,089,4470592
Hertford,36.19016,-76.46605,NC,143,4470727
Hillsborough,36.07542,-79.09973,NC,135,4471241
Jackson,36.3896,-77.42136,NC,131,4473017
Jacksonville,34.75405,-77.43024,NC,133,4473083
Jefferson,36.4204,-81.47344,NC,009,4473226
Kenansville,34.96239,-77.96221,NC,061,4474147
Kinston,35.26266,-77.58164,NC,107,4474436
Laurinburg,34.77405,-79.46282,NC,165,4475347
Lenoir,35.91402,-81.53898,NC,027,4475640
Lexington,35.82403,-80.25338,NC,057,4475773
Lillington,35.39933,-78.81585,NC,085,4475942
Lincolnton,35.47375,-81.25453,NC,109,4475995
Louisburg,36.09904,-78.30111,NC,069,4477296
Lumberton,34.61834,-79.01045,NC,155,4477525
Manteo,35.90823,-75.67573,NC,055,4477893
Marion,35.68401,-82.00927,NC,111,4478003
Marshall,35.79733,-82.68403,NC,115,4478090
Mocksville,35.89403,-80.56145,NC,059,4479891
Monroe,34.98543,-80.54951,NC,179,4479946
Morganton,35.74541,-81.68482,NC,023,4480219
Murphy,35.08758,-84.03463,NC,039,4481308
Nashville,35.9746,-77.96554,NC,127,4481519
New Bern,35.10849,-77.04411,NC,049,4481682
Newland,36.08735,-81.92734,NC,011,4482066
Newton,35.66986,-81.22147,NC,035,4482101
Oxford,36.3107,-78.59083,NC,077,4483745
Pittsboro,35.72015,-79.17724,NC,037,4485655
Plymouth,35.86683,-76.74856,NC,187,4485973
Raeford,34.981,-79.2242,NC,093,4486983
Robbinsville,35.32287,-83.8074,NC,075,4488298
Rockingham,34.93932,-79.77395,NC,153,4488587
Roxboro,36.39375,-78.98279,NC,145,4489200
Rutherfordton,35.36929,-81.95677,NC,161,4489365
Salisbury,35.67097,-80.47423,NC,159,4489985
Sanford,35.47988,-79.1803,NC,105,4490329
Shelby,35.29235,-81.53565,NC,045,4491180
Smithfield,35.50849,-78.33945,NC,101,4492168
Snow Hill,35.45155,-77.68109,NC,079,4492329
Sparta,36.50541,-81.12092,NC,005,4492829
Statesville,35.78264,-80.8873,NC,097,4493316
Swanquarter,35.40628,-76.32909,NC,095,4494228
Sylva,35.37371,-83.22598,NC,099,4494335
Tarboro,35.89682,-77.5358,NC,065,4494513
Taylorsville,35.9218,-81.17647,NC,003,4494650
Trenton,35.0671,-77.35274,NC,103,4495585
Troy,35.35847,-79.89449,NC,123,4495714
Wadesboro,34.96821,-80.07673,NC,007,4497244
Warrenton,36.39848,-78.15527,NC,185,4497622
Washington,35.54655,-77.05217,NC,013,4497666
Waynesville,35.48871,-82.98875,NC,087,4497868
Wentworth,36.40014,-79.77448,NC,157,4498056
Whiteville,34.33878,-78.70307,NC,047,4498899
Williamston,35.8546,-77.05551,NC,117,4499294
Wilmington,34.22573,-77.94471,NC,129,4499379
Wilson,35.72127,-77.91554,NC,195,4499389
Windsor,35.99849,-76.94606,NC,015,4499528
Winston-Salem,36.09986,-80.24422,NC,067,4499612
Winton,36.39571,-76.9319,NC,091,4499635
Yadkinville,36.13458,-80.65951,NC,197,4500154
Yanceyville,36.40403,-79.33613,NC,033,4500166
Bridgeton,39.42734,-75.23408,NJ,011,4500942
Camden,39.92595,-75.11962,NJ,007,4501018
Cape May Court House,39.08261,-74.82378,NJ,009,4501057
Mays Landing,39.45234,-74.72766,NJ,001,4502962
Mount Holly,39.99289,-74.78766,NJ,005,4503134
Salem,39.57178,-75.46714,NJ,033,4503944
Toms River,39.95373,-74.19792,NJ,029,4504476
Woodbury,39.83817,-75.15268,NJ,015,4504915
Athens,39.32924,-82.10126,OH,009,4505542
Batavia,39.07701,-84.17688,OH,025,4505868
Caldwell,39.74785,-81.51651,OH,121,4507661
Cincinnati,39.12711,-84.51439,OH,061,4508722
Circleville,39.60062,-82.94601,OH,129,4508778
Dayton,39.75895,-84.19161,OH,113,4509884
Eaton,39.74394,-84.63662,OH,135,4510719
Gallipolis,38.8098,-82.20237,OH,053,4512449
Georgetown,38.86451,-83.90409,OH,015,4512584
Hamilton,39.3995,-84.56134,OH,017,4513575
Hillsboro,39.20229,-83.61159,OH,071,4514282
Ironton,38.53675,-82.68294,OH,087,4515247
Jackson,39.05202,-82.63655,OH,079,4515318
Lancaster,39.71368,-82.59933,OH,045,4516233
Lebanon,39.43534,-84.20299,OH,165,4516412
Logan,39.54007,-82.4071,OH,073,4516989
London,39.88645,-83.44825,OH,097,4517009
Marietta,39.41535,-81.45484,OH,167,4517586
McArthur,39.24646,-82.47849,OH,163,4517774
McConnelsville,39.64868,-81.85319,OH,115,4517816
New Lexington,39.71396,-82.20848,OH,127,4519591
Pomeroy,39.02758,-82.03375,OH,105,4521708
Portsmouth,38.73174,-82.99767,OH,145,4521816
Springfield,39.92423,-83.80882,OH,023,4525353
Washington Court House,39.53645,-83.43908,OH,047,4527660
Waverly,39.12673,-82.98546,OH,131,4527760
West Union,38.79452,-83.54519,OH,001,4528071
Wilmington,39.44534,-83.82854,OH,027,4528463
Woodsfield,39.76257,-81.11538,OH,111,4528724
Xenia,39.68478,-83.92965,OH,057,4528810
Zanesville,39.94035,-82.01319,OH,119,4528923
Ada,34.77453,-96.67834,OK,123,4529096
Altus,34.63813,-99.33398,OK,065,4529292
Alva,36.80499,-98.66718,OK,151,4529308
Anadarko,35.07256,-98.24366,OK,015,4529353
Antlers,34.23121,-95.62025,OK,127,4529418
Arapaho,35.57783,-98.96453,OK,039,4529448
Ardmore,34.17426,-97.14363,OK,019,4529469
Arnett,36.13504,-99.77484,OK,045,4529499
Atoka,34.38593,-96.12833,OK,005,4529604
Bartlesville,36.74731,-95.98082,OK,147,4529987
Buffalo,36.83559,-99.6304,OK,059,4531627
Chandler,35.70173,-96.88086,OK,081,4532846
Cherokee,36.75447,-98.35674,OK,003,4532929
Cheyenne,35.61394,-99.67149,OK,129,4533006
Chickasha,35.05257,-97.93643,OK,051,4533029
Claremore,36.3126,-95.61609,OK,131,4533580
Cordell,35.29061,-98.98841,OK,149,4534117
Duncan,34.5023,-97.95781,OK,137,4535389
Durant,33.99399,-96.37082,OK,013,4535414
El Reno,35.53227,-97.95505,OK,017,4535783
Enid,36.39559,-97.87839,OK,047,4535961
Eufaula,35.28722,-95.5825,OK,091,4536031
Fairview,36.26892,-98.4798,OK,093,4536124
Frederick,34.39203,-99.01841,OK,141,4537289
Guthrie,35.87894,-97.42532,OK,083,4538142
Hobart,35.0295,-99.09313,OK,075,4538821
Holdenville,35.08036,-96.39918,OK,063,4538869
Hollis,34.68839,-99.91205,OK,057,4538890
Hugo,34.01066,-95.50968,OK,023,4539145
Idabel,33.89566,-94.82633,OK,089,4539224
Jay,36.42119,-94.7969,OK,041,4539557
Kingfisher,35.86143,-97.93172,OK,073,4540313
Lawton,34.60869,-98.39033,OK,031,4540737
Madill,34.09038,-96.77167,OK,095,4542052
Mangum,34.872,-99.50426,OK,055,4542100
Marietta,33.93704,-97.11668,OK,085,4542164
McAlester,34.93343,-95.76971,OK,121,4542367
Medford,36.80697,-97.73366,OK,053,4542557
Miami,36.87451,-94.87746,OK,115,4542692
Muskogee,35.74788,-95.36969,OK,101,4543338
Newkirk,36.88225,-97.05337,OK,071,4543627
Norman,35.22257,-97.43948,OK,027,4543762
Nowata,36.70065,-95.63803,OK,105,4544025
Okemah,35.43259,-96.30501,OK,107,4544272
Okmulgee,35.62344,-95.96055,OK,111,4544383
Pawhuska,36.66784,-96.33723,OK,113,4547675
Pawnee,36.33783,-96.80392,OK,117,4547684
Pauls Valley,34.74008,-97.22225,OK,049,4547690
Perry,36.28949,-97.2881,OK,103,4547861
Poteau,35.05371,-94.62356,OK,079,4548363
Pryor,36.30843,-95.31691,OK,097,4548516
Purcell,35.01368,-97.36114,OK,087,4548560
Sallisaw,35.46037,-94.78745,OK,135,4550374
Sapulpa,35.9987,-96.11417,OK,037,4550881
Sayre,35.29116,-99.6401,OK,009,4550928
